cid,cntry
AW00020630,Australia
AW00020631,Australia
AW00020632,Canada
AW00020633,n/a
AW00020634,n/a
AW00020635,n/a
AW00020636,n/a
AW00020637,n/a
AW00020638,n/a
AW00020639,n/a
AW00020640,n/a
AW00020641,n/a
AW00020642,n/a
AW00020643,n/a
AW00020644,n/a
AW00020645,n/a
AW00020646,n/a
AW00020647,n/a
AW00020648,n/a
AW00020649,n/a
AW00020650,n/a
AW00020651,Canada
AW00020652,n/a
AW00020653,n/a
AW00020654,n/a
AW00020655,n/a
AW00020656,Canada
AW00020657,n/a
AW00020658,n/a
AW00020659,n/a
AW00020660,n/a
AW00020661,n/a
AW00020662,n/a
AW00020663,n/a
AW00020664,n/a
AW00020665,Canada
AW00020666,n/a
AW00020667,n/a
AW00020668,n/a
AW00020669,Canada
AW00020670,Canada
AW00020671,n/a
AW00020672,n/a
AW00020673,n/a
AW00020674,n/a
AW00020675,n/a
AW00020676,n/a
AW00020677,n/a
AW00020678,n/a
AW00020679,Canada
AW00020680,Canada
AW00020681,n/a
AW00020682,n/a
AW00020683,n/a
AW00020684,n/a
AW00020685,n/a
AW00020686,n/a
AW00020687,n/a
AW00020688,n/a
AW00020689,n/a
AW00020690,n/a
AW00020691,Canada
AW00020692,n/a
AW00020693,n/a
AW00020694,Canada
AW00020695,n/a
AW00020696,n/a
AW00020697,n/a
AW00020698,n/a
AW00020699,n/a
AW00020700,n/a
AW00020701,n/a
AW00020702,n/a
AW00020703,n/a
AW00020704,n/a
AW00020705,n/a
AW00020706,n/a
AW00020707,n/a
AW00020708,Canada
AW00020709,n/a
AW00020710,United Kingdom
AW00020711,United Kingdom
AW00020712,United Kingdom
AW00020713,United Kingdom
AW00020714,United Kingdom
AW00020715,Germany
AW00020716,Germany
AW00020717,United Kingdom
AW00020718,United Kingdom
AW00020719,Germany
AW00020720,Germany
AW00020721,United Kingdom
AW00020722,Germany
AW00020723,Germany
AW00020724,United Kingdom
AW00020725,United Kingdom
AW00020726,Germany
AW00020727,Germany
AW00020728,France
AW00020729,Germany
AW00020730,United Kingdom
AW00020731,Germany
AW00020732,n/a
AW00020733,n/a
AW00020734,Canada
AW00020735,n/a
AW00020736,Canada
AW00020737,n/a
AW00020738,n/a
AW00020739,n/a
AW00020740,Canada
AW00020741,n/a
AW00020742,n/a
AW00020743,n/a
AW00020744,n/a
AW00020745,Canada
AW00020746,Canada
AW00020747,n/a
AW00020748,n/a
AW00020749,n/a
AW00020750,n/a
AW00020751,n/a
AW00020752,n/a
AW00020753,n/a
AW00020754,n/a
AW00020755,n/a
AW00020756,Canada
AW00020757,n/a
AW00020758,n/a
AW00020759,n/a
AW00020760,Canada
AW00020761,n/a
AW00020762,n/a
AW00020763,n/a
AW00020764,Canada
AW00020765,n/a
AW00020766,n/a
AW00020767,n/a
AW00020768,n/a
AW00020769,n/a
AW00020770,n/a
AW00020771,Canada
AW00020772,n/a
AW00020773,Canada
AW00020774,n/a
AW00020775,n/a
AW00020776,n/a
AW00020777,n/a
AW00020778,n/a
AW00020779,n/a
AW00020780,n/a
AW00020781,Canada
AW00020782,n/a
AW00020783,Canada
AW00020784,n/a
AW00020785,n/a
AW00020786,n/a
AW00020787,n/a
AW00020788,n/a
AW00020789,n/a
AW00020790,n/a
AW00020791,n/a
AW00020792,Canada
AW00020793,France
AW00020794,France
AW00020795,France
AW00020796,France
AW00020797,France
AW00020798,Germany
AW00020799,Germany
AW00020800,United Kingdom
AW00020801,United Kingdom
AW00020802,France
AW00020803,France
AW00020804,United Kingdom
AW00020805,Germany
AW00020806,United Kingdom
AW00020807,United Kingdom
AW00020808,Germany
AW00020809,United Kingdom
AW00020810,France
AW00020811,United Kingdom
AW00020812,Australia
AW00020813,Australia
AW00020814,Australia
AW00020815,Australia
AW00020816,Australia
AW00020817,Australia
AW00020818,Australia
AW00020819,Australia
AW00020820,Australia
AW00020821,Australia
AW00020822,Australia
AW00020823,Australia
AW00020824,United Kingdom
AW00020825,United Kingdom
AW00020826,France
AW00020827,France
AW00020828,Germany
AW00020829,Germany
AW00020830,Germany
AW00020831,Germany
AW00020832,United Kingdom
AW00020833,Germany
AW00020834,United Kingdom
AW00020835,Germany
AW00020836,Germany
AW00020837,United Kingdom
AW00020838,United Kingdom
AW00020839,United Kingdom
AW00020840,France
AW00020841,Germany
AW00020842,Germany
AW00020843,Germany
AW00020844,France
AW00020845,Germany
AW00020846,France
AW00020847,Germany
AW00020848,United Kingdom
AW00020849,United Kingdom
AW00020850,United Kingdom
AW00020851,United Kingdom
AW00020852,United Kingdom
AW00020853,France
AW00020854,Germany
AW00020855,France
AW00020856,United Kingdom
AW00020857,France
AW00020858,France
AW00020859,United Kingdom
AW00020860,Germany
AW00020861,Germany
AW00020862,United Kingdom
AW00020863,United Kingdom
AW00020864,United Kingdom
AW00020865,Germany
AW00020866,United Kingdom
AW00020867,France
AW00020868,United Kingdom
AW00020869,United Kingdom
AW00020870,Germany
AW00020871,Germany
AW00020872,United Kingdom
AW00020873,Germany
AW00020874,Germany
AW00020875,United Kingdom
AW00020876,Germany
AW00020877,France
AW00020878,France
AW00020879,United Kingdom
AW00020880,United Kingdom
AW00020881,United Kingdom
AW00020882,France
AW00020883,France
AW00020884,France
AW00020885,United Kingdom
AW00020886,United Kingdom
AW00020887,France
AW00020888,France
AW00020889,United Kingdom
AW00020890,United Kingdom
AW00020891,France
AW00020892,United Kingdom
AW00020893,Germany
AW00020894,France
AW00020895,France
AW00020896,Germany
AW00020897,France
AW00020898,Germany
AW00020899,France
AW00020900,United Kingdom
AW00020901,France
AW00020902,United Kingdom
AW00020903,Germany
AW00020904,United Kingdom
AW00020905,France
AW00020906,United Kingdom
AW00020907,United Kingdom
AW00020908,Germany
AW00020909,United Kingdom
AW00020910,France
AW00020911,France
AW00020912,Germany
AW00020913,Germany
AW00020914,Germany
AW00020915,France
AW00020916,Germany
AW00020917,United Kingdom
AW00020918,France
AW00020919,France
AW00020920,France
AW00020921,United Kingdom
AW00020922,United Kingdom
AW00020923,Germany
AW00020924,Germany
AW00020925,France
AW00020926,France
AW00020927,Germany
AW00020928,Germany
AW00020929,United Kingdom
AW00020930,Germany
AW00020931,United Kingdom
AW00020932,France
AW00020933,United Kingdom
AW00020934,France
AW00020935,France
AW00020936,France
AW00020937,Germany
AW00020938,United Kingdom
AW00020939,Germany
AW00020940,France
AW00020941,France
AW00020942,France
AW00020943,United Kingdom
AW00020944,France
AW00020945,Germany
AW00020946,Germany
AW00020947,United Kingdom
AW00020948,France
AW00020949,United Kingdom
AW00020950,United Kingdom
AW00020951,United Kingdom
AW00020952,United Kingdom
AW00020953,France
AW00020954,France
AW00020955,France
AW00020956,France
AW00020957,France
AW00020958,Germany
AW00020959,France
AW00020960,France
AW00020961,France
AW00020962,France
AW00020963,United Kingdom
AW00020964,France
AW00020965,United Kingdom
AW00020966,France
AW00020967,Germany
AW00020968,United Kingdom
AW00020969,France
AW00020970,Germany
AW00020971,France
AW00020972,United Kingdom
AW00020973,United Kingdom
AW00020974,France
AW00020975,United Kingdom
AW00020976,France
AW00020977,France
AW00020978,Germany
AW00020979,Germany
AW00020980,Germany
AW00020981,Germany
AW00020982,United Kingdom
AW00020983,Australia
AW00020984,Australia
AW00020985,Australia
AW00020986,Australia
AW00020987,Australia
AW00020988,Australia
AW00020989,Australia
AW00020990,Australia
AW00020991,Australia
AW00020992,Australia
AW00020993,Australia
AW00020994,Australia
AW00020995,Australia
AW00020996,Australia
AW00020997,Australia
AW00020998,Australia
AW00020999,Australia
AW00021000,Australia
AW00021001,Australia
AW00021002,Australia
AW00021003,France
AW00021004,France
AW00021005,France
AW00021006,Germany
AW00021007,Germany
AW00021008,Germany
AW00021009,Germany
AW00021010,Germany
AW00021011,United Kingdom
AW00021012,United Kingdom
AW00021013,France
AW00021014,France
AW00021015,Germany
AW00021016,Germany
AW00021017,France
AW00021018,United Kingdom
AW00021019,France
AW00021020,United Kingdom
AW00021021,France
AW00021022,France
AW00021023,United Kingdom
AW00021024,France
AW00021025,United Kingdom
AW00021026,United Kingdom
AW00021027,United Kingdom
AW00021028,United Kingdom
AW00021029,Germany
AW00021030,France
AW00021031,France
AW00021032,Germany
AW00021033,France
AW00021034,United Kingdom
AW00021035,Germany
AW00021036,United Kingdom
AW00021037,Germany
AW00021038,France
AW00021039,United Kingdom
AW00021040,United Kingdom
AW00021041,France
AW00021042,Germany
AW00021043,Germany
AW00021044,United Kingdom
AW00021045,France
AW00021046,United Kingdom
AW00021047,Germany
AW00021048,France
AW00021049,United Kingdom
AW00021050,France
AW00021051,Germany
AW00021052,Germany
AW00021053,United Kingdom
AW00021054,France
AW00021055,Germany
AW00021056,United Kingdom
AW00021057,Germany
AW00021058,France
AW00021059,France
AW00021060,United Kingdom
AW00021061,France
AW00021062,France
AW00021063,France
AW00021064,France
AW00021065,Germany
AW00021066,United Kingdom
AW00021067,United Kingdom
AW00021068,United Kingdom
AW00021069,United Kingdom
AW00021070,France
AW00021071,United Kingdom
AW00021072,France
AW00021073,Germany
AW00021074,United Kingdom
AW00021075,Germany
AW00021076,Germany
AW00021077,France
AW00021078,France
AW00021079,United Kingdom
AW00021080,France
AW00021081,France
AW00021082,Germany
AW00021083,United Kingdom
AW00021084,France
AW00021085,Germany
AW00021086,Germany
AW00021087,Germany
AW00021088,France
AW00021089,France
AW00021090,France
AW00021091,Germany
AW00021092,United Kingdom
AW00021093,United Kingdom
AW00021094,France
AW00021095,France
AW00021096,Germany
AW00021097,Germany
AW00021098,France
AW00021099,France
AW00021100,Germany
AW00021101,United Kingdom
AW00021102,Germany
AW00021103,United Kingdom
AW00021104,United Kingdom
AW00021105,United Kingdom
AW00021106,United Kingdom
AW00021107,Germany
AW00021108,Germany
AW00021109,Germany
AW00021110,United Kingdom
AW00021111,United Kingdom
AW00021112,France
AW00021113,France
AW00021114,Germany
AW00021115,Germany
AW00021116,United Kingdom
AW00021117,France
AW00021118,United Kingdom
AW00021119,France
AW00021120,Germany
AW00021121,France
AW00021122,France
AW00021123,France
AW00021124,United Kingdom
AW00021125,France
AW00021126,France
AW00021127,France
AW00021128,Germany
AW00021129,Germany
AW00021130,United Kingdom
AW00021131,Germany
AW00021132,France
AW00021133,France
AW00021134,United Kingdom
AW00021135,United Kingdom
AW00021136,United Kingdom
AW00021137,United Kingdom
AW00021138,Canada
AW00021139,n/a
AW00021140,n/a
AW00021141,n/a
AW00021142,n/a
AW00021143,n/a
AW00021144,n/a
AW00021145,n/a
AW00021146,n/a
AW00021147,n/a
AW00021148,Canada
AW00021149,n/a
AW00021150,n/a
AW00021151,n/a
AW00021152,n/a
AW00021153,n/a
AW00021154,n/a
AW00021155,n/a
AW00021156,n/a
AW00021157,n/a
AW00021158,n/a
AW00021159,n/a
AW00021160,n/a
AW00021161,n/a
AW00021162,n/a
AW00021163,n/a
AW00021164,n/a
AW00021165,Australia
AW00021166,Australia
AW00021167,Australia
AW00021168,Australia
AW00021169,Australia
AW00021170,Australia
AW00021171,Australia
AW00021172,Australia
AW00021173,Australia
AW00021174,Australia
AW00021175,Australia
AW00021176,Australia
AW00021177,Australia
AW00021178,Australia
AW00021179,Australia
AW00021180,Australia
AW00021181,Australia
AW00021182,Australia
AW00021183,Australia
AW00021184,Australia
AW00021185,Australia
AW00021186,Australia
AW00021187,Australia
AW00021188,Australia
AW00021189,Australia
AW00021190,Australia
AW00021191,Australia
AW00021192,Australia
AW00021193,Australia
AW00021194,Australia
AW00021195,Australia
AW00021196,Australia
AW00021197,Australia
AW00021198,Australia
AW00021199,Australia
AW00021200,Australia
AW00021201,Australia
AW00021202,Australia
AW00021203,Australia
AW00021204,Australia
AW00021205,Australia
AW00021206,Australia
AW00021207,Australia
AW00021208,Australia
AW00021209,Australia
AW00021210,Australia
AW00021211,Australia
AW00021212,Australia
AW00021213,Australia
AW00021214,Australia
AW00021215,Australia
AW00021216,Australia
AW00021217,Australia
AW00021218,Australia
AW00021219,Australia
AW00021220,Australia
AW00021221,Australia
AW00021222,Australia
AW00021223,Australia
AW00021224,Australia
AW00021225,Australia
AW00021226,Australia
AW00021227,Australia
AW00021228,Australia
AW00021229,Australia
AW00021230,Australia
AW00021231,Australia
AW00021232,Australia
AW00021233,n/a
AW00021234,n/a
AW00021235,n/a
AW00021236,n/a
AW00021237,n/a
AW00021238,Canada
AW00021239,Australia
AW00021240,n/a
AW00021241,n/a
AW00021242,n/a
AW00021243,n/a
AW00021244,n/a
AW00021245,n/a
AW00021246,n/a
AW00021247,n/a
AW00021248,Australia
AW00021249,n/a
AW00021250,n/a
AW00021251,Canada
AW00021252,Canada
AW00021253,n/a
AW00021254,Australia
AW00021255,Australia
AW00021256,Australia
AW00021257,Australia
AW00021258,Australia
AW00021259,Australia
AW00021260,n/a
AW00021261,n/a
AW00021262,n/a
AW00021263,Canada
AW00021264,n/a
AW00021265,n/a
AW00021266,Canada
AW00021267,n/a
AW00021268,n/a
AW00021269,n/a
AW00021270,n/a
AW00021271,n/a
AW00021272,Canada
AW00021273,n/a
AW00021274,n/a
AW00021275,n/a
AW00021276,Canada
AW00021277,Canada
AW00021278,n/a
AW00021279,Australia
AW00021280,n/a
AW00021281,n/a
AW00021282,n/a
AW00021283,Australia
AW00021284,Canada
AW00021285,n/a
AW00021286,n/a
AW00021287,n/a
AW00021288,n/a
AW00021289,n/a
AW00021290,n/a
AW00021291,n/a
AW00021292,n/a
AW00021293,n/a
AW00021294,n/a
AW00021295,Canada
AW00021296,n/a
AW00021297,n/a
AW00021298,n/a
